ID,TYPE,DOMAINE,CRITIQUE_ARGENT,OWNER,FR_ACTUEL,FR_MARCHE,VARIABLES,VARIABLES_IMPLICITES,FR_STT_VARIANTS,DIOULA,BAOULE,AGNI,BETE,ADIOUKROU,EBRIE,ATTIE,ABOURE,SENOUFO_VARIANTE,WE,DAN,ABRON,KOULANGO,LOBI,DIDA,GOURO,AVIKAM,ABIDJI,ALLADIAN,STATUT_LINGUISTIQUE,AUDIO_STATUS,STATUT_INTEGRATION,SOURCE,NOTES
AUTH_13,TTS_OUTPUT,auth,non,manus,"Je n'ai pas bien entendu. Redis-le, doucement.",,,,,,,,,,,,,,,,,,,,,,,,field_validated,,reference,services/loginVoiceScript.ts (AUTH_13),"Script à enregistrer — moment : Dictée mal comprise. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_14,TTS_OUTPUT,auth,non,manus,"Si tu veux, tape ton numéro ici.",,,,,,,,,,,,,,,,,,,,,,,,field_validated,,reference,services/loginVoiceScript.ts (AUTH_14),"Script à enregistrer — moment : Proposer le clavier. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_15,TTS_OUTPUT,auth,non,manus,"Pour que je t'entende, appuie sur Autoriser.",,,,,,,,,,,,,,,,,,,,,,,,field_validated,,reference,services/loginVoiceScript.ts (AUTH_15),"Script à enregistrer — moment : Autorisation du micro. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_16,TTS_OUTPUT,auth,non,manus,Le micro ne marche pas là. Tape ton numéro ici.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,reference,services/loginVoiceScript.ts (AUTH_16),"Script à enregistrer — moment : Micro indisponible. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_17,TTS_OUTPUT,auth,non,manus,"C'est bon. Appuie sur le micro, et parle.",,,,,,,,,,,,,,,,,,,,,,,,field_validated,,reference,services/loginVoiceScript.ts (AUTH_17),"Script à enregistrer — moment : Micro disponible. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_18,TTS_OUTPUT,auth,non,manus,"Attends un peu, je regarde.",,,,,,,,,,,,,,,,,,,,,,,,field_validated,,reference,services/loginVoiceScript.ts (AUTH_18),"Script à enregistrer — moment : Vérification. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_19,TTS_OUTPUT,auth,non,manus,"Bon, mets les quatre chiffres de ton code.",,,,,,,,,,,,,,,,,,,,,,,,field_validated,,reference,services/loginVoiceScript.ts (AUTH_19),"Script à enregistrer — moment : Code en chiffres. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_20,TTS_OUTPUT,auth,non,manus,"Appuie sur tes quatre images, une par une, dans l'ordre.",,,,,,,,,,,,,,,,,,,,,,,,field_validated,,reference,services/loginVoiceScript.ts (AUTH_20),"Script à enregistrer — moment : Code en images. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_21,TTS_OUTPUT,auth,non,manus,Voilà les images à la place des chiffres. Ton code n'a pas changé.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,reference,services/loginVoiceScript.ts (AUTH_21),"Script à enregistrer — moment : Passage aux images. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_22,TTS_OUTPUT,auth,non,manus,Et voilà les chiffres. Mets ton code comme avant.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,reference,services/loginVoiceScript.ts (AUTH_22),"Script à enregistrer — moment : Retour aux chiffres. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_23,TTS_OUTPUT,auth,non,manus,"Ton code, c'est pour toi seule. Faut pas le dire à quelqu'un.",,,,,,,,,,,,,,,,,,,,,,,,field_validated,,reference,services/loginVoiceScript.ts (AUTH_23),"Script à enregistrer — moment : Discrétion. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_24,TTS_OUTPUT,auth,non,manus,C'est effacé.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,reference,services/loginVoiceScript.ts (AUTH_24),"Script à enregistrer — moment : Effacement. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_25,TTS_OUTPUT,auth,non,manus,Appuie ici. Ton téléphone va te dire quoi faire.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,reference,services/loginVoiceScript.ts (AUTH_25),"Script à enregistrer — moment : Entrer avec le téléphone. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_26,TTS_OUTPUT,auth,non,manus,Ça n'a pas marché. On fait avec ton code.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,reference,services/loginVoiceScript.ts (AUTH_26),"Script à enregistrer — moment : Reconnaissance échouée. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_27,TTS_OUTPUT,auth,non,manus,"Ce n'est pas toi ? Y'a pas problème, appuie ici pour mettre ton numéro.",,,,,,,,,,,,,,,,,,,,,,,,field_validated,,reference,services/loginVoiceScript.ts (AUTH_27),"Script à enregistrer — moment : Autre personne sur le téléphone. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_28,TTS_OUTPUT,auth,non,manus,Le numéro ou le code n'est pas bon. Regarde bien pour reprendre.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,reference,services/loginVoiceScript.ts (AUTH_28),"Script à enregistrer — moment : Numéro ou code incorrect. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_29,TTS_OUTPUT,auth,non,manus,"Attention, il te reste un seul essai. Prends ton temps.",,,,,,,,,,,,,,,,,,,,,,,,field_validated,,reference,services/loginVoiceScript.ts (AUTH_29),"Script à enregistrer — moment : Dernier essai. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_30,TTS_OUTPUT,auth,non,manus,Tu as essayé trop de fois. Attends un peu avant de reprendre.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,reference,services/loginVoiceScript.ts (AUTH_30),"Script à enregistrer — moment : Trop de tentatives. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_31,TTS_OUTPUT,auth,non,manus,"Ma fille, là c'est bloqué. Faut voir ton agent pour t'aider.",,,,,,,,,,,,,,,,,,,,,,,,field_validated,,reference,services/loginVoiceScript.ts (AUTH_31),"Script à enregistrer — moment : Accès bloqué. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_32,TTS_OUTPUT,auth,non,manus,"Eh, ça ne passe pas là. Réessaie dans un petit moment.",,,,,,,,,,,,,,,,,,,,,,,,field_validated,,reference,services/loginVoiceScript.ts (AUTH_32),"Script à enregistrer — moment : Connexion impossible. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_33,TTS_OUTPUT,auth,non,manus,"Ça prend un peu de temps. Patiente, je réessaie.",,,,,,,,,,,,,,,,,,,,,,,,field_validated,,reference,services/loginVoiceScript.ts (AUTH_33),"Script à enregistrer — moment : Nouvelle tentative automatique. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_34,TTS_OUTPUT,auth,non,manus,"Maintenant, choisis ton propre code. C'est pour toi seule.",,,,,,,,,,,,,,,,,,,,,,,,field_validated,,reference,services/loginVoiceScript.ts (AUTH_34),"Script à enregistrer — moment : Changement de code. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_35,TTS_OUTPUT,auth,non,manus,"D'accord, on va faire comme ça.",,,,,,,,,,,,,,,,,,,,,,,,field_validated,,reference,services/loginVoiceScript.ts (AUTH_35),"Script à enregistrer — moment : Choix enregistré. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_36,TTS_OUTPUT,auth,non,manus,"D'accord, on continue comme avant.",,,,,,,,,,,,,,,,,,,,,,,,field_validated,,reference,services/loginVoiceScript.ts (AUTH_36),"Script à enregistrer — moment : Choix conservé. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
AUTH_37,TTS_OUTPUT,auth,non,manus,"Voilà, ma fille. On y va !",,,,,,,,,,,,,,,,,,,,,,,,field_validated,,reference,services/loginVoiceScript.ts (AUTH_37),"Script à enregistrer — moment : Fin de l'accueil. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CORE_ACK_01,TTS_OUTPUT,moteur_vocal,non,manus,C'est fait !,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/loginVoiceScript.ts (CORE_ACK_01) ; hooks/useVoiceCore.ts:167,"Script à enregistrer — moment : Accusé réception. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CORE_ACK_02,TTS_OUTPUT,moteur_vocal,non,manus,Bien reçu !,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/loginVoiceScript.ts (CORE_ACK_02) ; hooks/useVoiceCore.ts:168,"Script à enregistrer — moment : Accusé réception. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CORE_ACK_03,TTS_OUTPUT,moteur_vocal,non,manus,Je note ça !,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/loginVoiceScript.ts (CORE_ACK_03) ; hooks/useVoiceCore.ts:170,"Script à enregistrer — moment : Accusé réception. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CORE_ACK_04,TTS_OUTPUT,moteur_vocal,non,manus,C'est noté !,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/loginVoiceScript.ts (CORE_ACK_04) ; hooks/useVoiceCore.ts:171,"Script à enregistrer — moment : Accusé réception. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CORE_ACK_05,TTS_OUTPUT,moteur_vocal,non,manus,C'est enregistré !,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/loginVoiceScript.ts (CORE_ACK_05) ; hooks/useVoiceCore.ts:175,"Script à enregistrer — moment : Accusé réception. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CORE_ACK_06,TTS_OUTPUT,moteur_vocal,non,manus,"C'est noté, ta vente est bien enregistrée.",,,,,,,,,,,,,,,,,,,,,,,,field_validated,,reference,services/loginVoiceScript.ts (CORE_ACK_06),"Script à enregistrer — moment : Validation vente finale. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CORE_ACK_07,TTS_OUTPUT,moteur_vocal,non,manus,"D'accord, j'annule. Pas de souci.",,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/loginVoiceScript.ts (CORE_ACK_07) ; hooks/useVoiceCore.ts:732 ; hooks/useVoiceCore.ts:732,"Script à enregistrer — moment : Annulation vente. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CORE_ERR_01,TTS_OUTPUT,moteur_vocal,non,manus,"Je n'ai pas bien compris. Redis-moi ça autrement, s'il te plaît.",,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/loginVoiceScript.ts (CORE_ERR_01) ; hooks/useVoiceCore.ts:851 ; hooks/useVoiceCore.ts:897 ; +2,"Script à enregistrer — moment : Non compris. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CORE_ERR_02,TTS_OUTPUT,moteur_vocal,non,manus,"Je n'ai rien entendu. Réessaie, parle un peu plus fort.",,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/loginVoiceScript.ts (CORE_ERR_02) ; hooks/useVoiceCore.ts:852 ; hooks/useVoiceCore.ts:852,"Script à enregistrer — moment : Rien entendu. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CORE_ERR_03,TTS_OUTPUT,moteur_vocal,OUI,manus,"Dis oui pour valider, ou non pour annuler.",,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/loginVoiceScript.ts (CORE_ERR_03) ; hooks/useVoiceCore.ts:833 ; hooks/useVoiceCore.ts:833,"Script à enregistrer — moment : Choix confirmation ambigu. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CORE_ERR_04,TTS_OUTPUT,moteur_vocal,non,manus,"Touche Oui ou Non à l'écran, s'il te plaît.",,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/loginVoiceScript.ts (CORE_ERR_04) ; hooks/useVoiceCore.ts:836 ; hooks/useVoiceCore.ts:836,"Script à enregistrer — moment : Rappel écran. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CORE_SYS_01,TTS_OUTPUT,moteur_vocal,non,manus,"Je prépare ta voix, un petit instant.",,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/loginVoiceScript.ts (CORE_SYS_01) ; hooks/useVoiceCore.ts:814 ; hooks/useVoiceCore.ts:814,"Script à enregistrer — moment : Préparation moteur. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CORE_SYS_02,TTS_OUTPUT,moteur_vocal,non,manus,Je n'ai pas réussi à préparer ta voix. Vérifie le réseau et réessaie.,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/loginVoiceScript.ts (CORE_SYS_02) ; hooks/useVoiceCore.ts:863,"Script à enregistrer — moment : Erreur réseau moteur. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CORE_WAIT_01,TTS_OUTPUT,moteur_vocal,non,manus,Je réfléchis...,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/loginVoiceScript.ts (CORE_WAIT_01) ; hooks/useVoiceCore.ts:143,"Script à enregistrer — moment : Phrase d'attente. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CORE_WAIT_02,TTS_OUTPUT,moteur_vocal,non,manus,Un instant...,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/loginVoiceScript.ts (CORE_WAIT_02) ; hooks/useVoiceCore.ts:144,"Script à enregistrer — moment : Phrase d'attente. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CORE_WAIT_03,TTS_OUTPUT,moteur_vocal,non,manus,Je vois ça...,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/loginVoiceScript.ts (CORE_WAIT_03) ; hooks/useVoiceCore.ts:145,"Script à enregistrer — moment : Phrase d'attente. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CORE_WAIT_04,TTS_OUTPUT,moteur_vocal,non,manus,Je m'en occupe...,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/loginVoiceScript.ts (CORE_WAIT_04) ; hooks/useVoiceCore.ts:146 ; hooks/useVoiceCore.ts:156,"Script à enregistrer — moment : Phrase d'attente. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CORE_WAIT_05,TTS_OUTPUT,moteur_vocal,non,manus,Je calcule ça...,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/loginVoiceScript.ts (CORE_WAIT_05) ; hooks/useVoiceCore.ts:153,"Script à enregistrer — moment : Phrase d'attente calcul. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CORE_WAIT_06,TTS_OUTPUT,moteur_vocal,non,manus,Je note ta vente...,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/loginVoiceScript.ts (CORE_WAIT_06) ; hooks/useVoiceCore.ts:154,"Script à enregistrer — moment : Phrase d'attente vente. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
CORE_WAIT_07,TTS_OUTPUT,moteur_vocal,non,manus,Laisse-moi réessayer...,,,,,,,,,,,,,,,,,,,,,,,,field_validated,,a_migrer,services/loginVoiceScript.ts (CORE_WAIT_07) ; hooks/useVoiceCore.ts:163,"Script à enregistrer — moment : Phrase d'attente réessai. Une traduction dioula de TRAVAIL (texteDyu, non validée) existe dans le fichier ; Manus tranche. — Cellules Manus : FR_MARCHE, colonnes de langues, STATUT_LINGUISTIQUE, AUDIO_STATUS, NOTES. Garder les {variables} telles quelles ; VARIABLES_IMPLICITES = celles que le lexique fournit ({devise} = francs, {symboleDevise} = F)."
